stakeholder,org_as_stated,date,source_type,position_summary,quote,doc_url,confidence
Central Utah Water Conservancy District,WATER CONSERVANCY DISTRICT,2023-08-15,usbr_post2026_letter,Submitting comments in response to the Bureau of Reclamation's Notice of Intent to prepare an Environmental Impact Statement on development of Post-2026 operational guidelines for the Colorado River reservoirs.,Re: Notice of Intent (NOi) to Prepare an Environmental Impact Statement (EIS) on the Development of Post-2026 Operational Guidel,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_S-Z_508.pdf,high
Central Utah Water Conservancy District,Central Utah Water Conservancy District,2023-12-11,usbr_post2026_letter,"Requests mandatory, enforceable, verifiable 3.0 maf Lower Basin conservation; asks Reclamation to reinstate First Draft operational tier modifications to better protect Lake Powell; require new, additive wet-water conservation (no ICS conversion), clarify accounting and reserved authority, and consider impacts to the Bonneville Unit.","Reclamation must ensure that the SEIS conservation is mandatory and enforceable, as represented in the Lower Division Proposal, so that the Proposed Action Alternative can achieve the purpose and need identified in the Revised Draft SEIS.",https://www.usbr.gov/ColoradoRiverBasin/documents/NearTermColoradoRiverOperations/PublicComments/Government/339_Central Utah Water Conservancy District_508.pdf,high
City of Arvada,City of Arvada,2025-12-02,board_program,"City of Arvada documents a $1,080,000 transfer from the Conservation Trust Fund to the Capital Improvement Fund for the Long Lake turf replacement project.","An increase of $1,080,000 is needed for the Long Lake turf replacement project transfer to the Capital Impromement Fund.","https://arvadaco.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=5094,plainText=false)",medium
City of Avondale,City of Avondale,2024-07-24,board_program,"Avondale Sustainability Commission discussed water rights and recharge strategies, including McDowell Recharge Facility, CAP recharge sites, and effluent versus groundwater sources.",Wet Water:Rights to Water From:• Salt & Verde Rivers• Colorado River• Effluent Water vs.• Groundwater,"https://avondaleaz.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4920,plainText=false)",high
City of Bullhead City,City of Bullhead City,,board_agreement,Considered approving assignment of Contract for delivery of Colorado River water from Mohave Water Conservation District to the City and related subcontract assignment.,Assignment of Contract for the Delivery of Colorado River Water from Mohave Water Conservation District to the City (Contract No. 9-07-30-W0012 Assignment),https://bullheadcity.granicus.com/AgendaViewer.php?view_id=2&clip_id=1949,medium
City of Bullhead City,City of Bullhead City,,board_position,"Authorized approval, execution by the Mayor, and submission of a city letter to the Bureau of Reclamation as part of the EIS public comment period for Lake Powell and Lake Mead operational guidelines.","approve a letter, its execution by the Mayor, and its submission to the Bureau of Reclamation",https://bullheadcity.granicus.com/AgendaViewer.php?view_id=2&clip_id=1932,medium
City of Bullhead City,City of Bullhead City,,board_vote,"Approved final plat for CityCentre District Lots 4 & 5, Tract 5178, and authorized a water allocation of 52.39 acre-feet.",the water allocation in the amount of 52.39 acre-feet,https://bullheadcity.granicus.com/AgendaViewer.php?view_id=2&clip_id=1918,medium
City of Bullhead City,City of Bullhead City,,board_resolution,City to adopt RESOLUTION NO. 2025R-43 changing the Colorado River Water Safety Fee from $20.00 to $10.00 per multi-copy form; also public hearing on water and sewer rate increases (Resolution No. 2025R-42).,approving a change in the Colorado River Water Safety Fee assessed under the Consumer Protection Advisory Form from $20.00 per multi-copy form to $10 per multi-copy form.,https://bullheadcity.granicus.com/AgendaViewer.php?view_id=2&clip_id=1899,medium
City of Bullhead City,City of Bullhead City,,board_agreement,Adopt RESOLUTION NO. 2025R-19 approving Amendment No. 2 to the System Conservation Implementation Agreement (SCIA) between the U.S. Bureau of Reclamation and the City to implement a pilot system conservation program.,"approve RESOLUTION NO. 2025R-19, approving Amendment No. 2 to the System Conservation Implementation Agreement (SCIA) between the United States Bureau of Reclamation and the City of Bullhead City to implement a pilot system conservation program (""Pilot Program"").",https://bullheadcity.granicus.com/AgendaViewer.php?view_id=2&clip_id=1872,medium
City of Bullhead City,City of Bullhead City,,board_resolution,Adopt RESOLUTION NO. 2025R-12 urging the Bureau of Reclamation to develop plans for public access to Davis Dam for community education and benefit.,"adopt RESOLUTION NO. 2025R-12, urging the Bureau of Reclamation to develop plans for public access to Davis Dam for the education and benefit of the community.",https://bullheadcity.granicus.com/AgendaViewer.php?view_id=2&clip_id=1864,medium
City of Bullhead City,City of Bullhead City,,board_agreement,"Approve final plat for The Olive Garden, Tract 5181, including approval of a water allocation of 3.2 acre-feet and authorization for the Mayor to sign the final plat.",the water allocation in the amount of 3.2 acre-feet,https://bullheadcity.granicus.com/AgendaViewer.php?view_id=2&clip_id=1946,medium
City of Bullhead City,City of Bullhead City,2025-06-14,board_vote,Approved final plat for Montano Ridge Estates Tract 5165 Unit 2 and authorized a water allocation of 26.55 acre-feet.,the water allocation in the amount of 26.55 acre-feet,https://bullheadcity.granicus.com/AgendaViewer.php?view_id=2&clip_id=1877,high
City of Bullhead City,City of Bullhead City,2026-07-06,board_vote,"Approved final plat for Montano Ridge Estates Tract 5165 Unit 3, accepted cash assurance, and authorized a water allocation of 26.55 acre-feet.",the water allocation in the amount of 26.55 acre-feet,https://bullheadcity.granicus.com/AgendaViewer.php?view_id=2&clip_id=1963,high
City of Goodyear,City of Goodyear,,usbr_post2026_letter,"Requests post-2026 guidelines provide increased flexibility, more conservative reservoir operations, use best available climate science, equitable basin-wide shortage sharing, and meaningful municipal engagement (including a municipal sector committee) throughout the NEPA process.","The new guidelines must focus on not only slowing the declines of Lake Mead and Lake Powell, but also building the reservoirs back up.",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_A-F_508.pdf,high
City of Goodyear,City of Goodyear,2023-08-15,usbr_post2026_letter,Submits comments supporting and reiterating the position of the Arizona Municipal Water Users Association (AMWUA) regarding Post-2026 operational guidelines; emphasizes water management for a growing community.,"is submitting this letter to support and reiterate the comments made by the Arizona Municipal Water Users Association (AMWUA), of which we are a member",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_A-F_508.pdf,high
City of Lake Havasu City,City of Lake Havasu City,2023-07-25,board_resolution,City adopted Resolution No. 23-3697 approving submission of a proposal to the Bureau of Reclamation for the Lower Colorado River Basin Conservation and Efficiency Program to fund a new water treatment plant.,Adopt Resolution No. 23-3697 Approving the Submission of a Proposal to the Bureau of Reclamation for the Lower Colorado River Basin Conservation and Efficiency Program,https://webapi.legistar.com/v1/lakehavasucity/matters/5780/attachments,high
City of Lake Havasu City,City of Lake Havasu City,2024-09-24,board_resolution,Adopted Resolution No. 24-3787 approving a grant agreement with the U.S. Army Corps of Engineers under the Arizona & Rural 595 Program for the Water Conservation and Water Reuse Project.,Resolution No. 24-3787 Approving a Grant Agreement with the U.S. Army Corps of Engineers under the Arizona & Rural 595 Program for the Water Conservation and Water Reuse Project,https://webapi.legistar.com/v1/lakehavasucity/matters/6361/attachments,medium
City of Lake Havasu City,City of Lake Havasu City,2025-05-21,board_resolution,Adopted Resolution No. 25-3844 approving an agreement with the Department of the Army for design and construction assistance for the Water Conservation and Water Reuse Project.,Resolution No. 25-3844 Approving an Agreement with the Department of the Army for Design and Construction Assistance for the Water Conservation and Water Reuse Project,https://webapi.legistar.com/v1/lakehavasucity/matters/6678/attachments,medium
City of Lake Havasu City,City of Lake Havasu City,2025-09-23,board_program,Scope of Work for Water Conservation and Reuse Improvements Project to design pipelines and appurtenances to deliver reclaimed water to three parks to replace potable irrigation demand.,"to deliver reclaimed water to three (3) locations—Rotary Park, Jack Hardie Park, and Cypress Park—for the purpose of replacing potable irrigation demand with recycled water.",https://legistar1.granicus.com/lakehavasucity/attachments/c578bee3-5e91-48ea-b55f-b892bc00aa2e.pdf,medium
City of Lake Havasu City,City of Lake Havasu City,2025-09-23,board_agreement,"Consider Professional Services Agreement (Design) with Carollo Engineers, Inc. for Water Conservation and Reuse Improvements design services.","Professional Services Agreement (Design) for Water Conservation and Reuse Improvements to Carollo Engineers, Inc.",https://webapi.legistar.com/v1/lakehavasucity/matters/6820/attachments,medium
City of Lake Havasu City,City of Lake Havasu City,2025-10-01,board_resolution,"Adopted Resolution No. 25-3875 opposing the permanent transfer of 4th priority Colorado River water from GSC Farm, LLC to the Town of Queen Creek.","Resolution No. 25-3875 Opposing the Permanent Transfer of 4th Priority Colorado River Water from GSC Farm, LLC, to the Town of Queen Creek",https://webapi.legistar.com/v1/lakehavasucity/matters/6833/attachments,high
